part_oem_number,part_manufacturer,cross_ref_oem_number,cross_ref_manufacturer,cross_ref_type,notes
BPR0003549,Mintex,OE0050195,Mintex,oem,Original equipment reference
BPR0003622,Ferodo,BP0009548,Bosch,compatible,Cross-reference for brake pads
BPR0003622,Ferodo,OE0050196,Ferodo,oem,Original equipment reference
BPR0003622,Ferodo,BP0008406,TRW,oem,Cross-reference for brake pads
BPR0003622,Ferodo,OE0050197,Ferodo,oem,Original equipment reference
BP0003660,ATE,BPR0001055,Pagid,equivalent,Cross-reference for brake pads
BP0003660,ATE,OE0050198,ATE,oem,Original equipment reference
BP0003660,ATE,BP0001029,EBC Brakes,oem,Cross-reference for brake pads
BP0003660,ATE,OE0050199,Original,oem,Original equipment reference
BP0003660,ATE,BP0005940,Ferodo,compatible,Cross-reference for brake pads
BP0003660,ATE,OE0050200,ATE,oem,Original equipment reference
BPR0003667,Ferodo,BPR0003849,TRW,oem,Cross-reference for brake pads
BPR0003667,Ferodo,OE0050201,Ferodo,oem,Original equipment reference
BPR0003667,Ferodo,Bendix-DB2292,Bendix,equivalent,Cross-reference for brake pads
BPR0003667,Ferodo,OE0050202,Original,oem,Original equipment reference
BPR0003667,Ferodo,BPR0003207,Pagid,equivalent,Cross-reference for brake pads
BPR0003667,Ferodo,OE0050203,Ferodo,oem,Original equipment reference
BPR0003677,TRW,BP0007784,Mintex,equivalent,Cross-reference for brake pads
BPR0003677,TRW,OE0050204,Original,oem,Original equipment reference
BPR0003677,TRW,BP0003368,Pagid,replacement,Cross-reference for brake pads
BPR0003677,TRW,OE0050205,Original,oem,Original equipment reference
BP0003696,Brembo,BP0004008,Mintex,oem,Cross-reference for brake pads
BP0003696,Brembo,OE0050206,Brembo,oem,Original equipment reference
BP0003696,Brembo,BP0005585,ATE,oem,Cross-reference for brake pads
BP0003696,Brembo,OE0050207,Original,oem,Original equipment reference
BP0003696,Brembo,BP0003985,EBC Brakes,equivalent,Cross-reference for brake pads
BP0003696,Brembo,OE0050208,Brembo,oem,Original equipment reference
BP0003703,Bosch,BPR0004307,Mintex,replacement,Cross-reference for brake pads
BP0003703,Bosch,OE0050209,Original,oem,Original equipment reference
BP0003754,ATE,BPR0009540,Mintex,compatible,Cross-reference for brake pads
BP0003754,ATE,OE0050210,ATE,oem,Original equipment reference
BP0003754,ATE,BPR0007783,TRW,compatible,Cross-reference for brake pads
BP0003754,ATE,OE0050211,Original,oem,Original equipment reference
BPR0003812,Ferodo,BP0001008,TRW,compatible,Cross-reference for brake pads
BPR0003812,Ferodo,OE0050212,Ferodo,oem,Original equipment reference
BPR0003812,Ferodo,BP0006268,Brembo,equivalent,Cross-reference for brake pads
BPR0003812,Ferodo,OE0050213,Ferodo,oem,Original equipment reference
BP0003822,Textar,BP0007960,Bosch,compatible,Cross-reference for brake pads
BP0003822,Textar,OE0050214,Original,oem,Original equipment reference
BP0003822,Textar,BP0009081,TRW,replacement,Cross-reference for brake pads
BP0003822,Textar,OE0050215,Textar,oem,Original equipment reference
BP0003822,Textar,BPR0002270,Brembo,replacement,Cross-reference for brake pads
BP0003822,Textar,OE0050216,Original,oem,Original equipment reference
BP0003823,ATE,BP0006811,Bosch,replacement,Cross-reference for brake pads
BP0003823,ATE,OE0050217,Original,oem,Original equipment reference
BP0003823,ATE,BP0004431,Brembo,equivalent,Cross-reference for brake pads
BP0003823,ATE,OE0050218,Original,oem,Original equipment reference
BP0003848,TRW,BPR0008028,Bosch,oem,Cross-reference for brake pads
BP0003848,TRW,OE0050219,TRW,oem,Original equipment reference
BP0003848,TRW,BP0009280,Mintex,replacement,Cross-reference for brake pads
BP0003848,TRW,OE0050220,Original,oem,Original equipment reference
BP0003848,TRW,BP0005739,ATE,replacement,Cross-reference for brake pads
BP0003848,TRW,OE0050221,TRW,oem,Original equipment reference
BPR0003849,TRW,BP0009429,Mintex,compatible,Cross-reference for brake pads
BPR0003849,TRW,OE0050222,Original,oem,Original equipment reference
BPR0003849,TRW,BPR0006453,Textar,compatible,Cross-reference for brake pads
BPR0003849,TRW,OE0050223,TRW,oem,Original equipment reference
BP0003896,Bosch,BPR0001040,TRW,replacement,Cross-reference for brake pads
BP0003896,Bosch,OE0050224,Original,oem,Original equipment reference
BP0003896,Bosch,BP0006286,Mintex,compatible,Cross-reference for brake pads
BP0003896,Bosch,OE0050225,Original,oem,Original equipment reference
BPR0003964,Pagid,BP0001914,Textar,compatible,Cross-reference for brake pads
BPR0003964,Pagid,OE0050226,Original,oem,Original equipment reference
BPR0003964,Pagid,BPR0010177,Bosch,oem,Cross-reference for brake pads
BPR0003964,Pagid,OE0050227,Pagid,oem,Original equipment reference
BPR0003964,Pagid,BP0009228,EBC Brakes,oem,Cross-reference for brake pads
BPR0003964,Pagid,OE0050228,Original,oem,Original equipment reference
BPR0003991,TRW,2360301,Textar,compatible,Cross-reference for brake pads
BPR0003991,TRW,OE0050229,TRW,oem,Original equipment reference
BPR0003991,TRW,BP0007300,Pagid,compatible,Cross-reference for brake pads
BPR0003991,TRW,OE0050230,Original,oem,Original equipment reference
BP0003995,EBC Brakes,BP0006502,Mintex,equivalent,Cross-reference for brake pads
BP0003995,EBC Brakes,OE0050231,EBC Brakes,oem,Original equipment reference
BPR0004067,Textar,BPR0002848,Pagid,compatible,Cross-reference for brake pads
BPR0004067,Textar,OE0050232,Textar,oem,Original equipment reference
BPR0004067,Textar,BP0008406,TRW,oem,Cross-reference for brake pads
BPR0004067,Textar,OE0050233,Original,oem,Original equipment reference
BPR0004073,ATE,BP0004008,Mintex,oem,Cross-reference for brake pads
BPR0004073,ATE,OE0050234,ATE,oem,Original equipment reference
BPR0004073,ATE,BP0003995,EBC Brakes,compatible,Cross-reference for brake pads
BPR0004073,ATE,OE0050235,Original,oem,Original equipment reference
BP0004078,Bosch,BP0011228,TRW,equivalent,Cross-reference for brake pads
BP0004078,Bosch,OE0050236,Bosch,oem,Original equipment reference
BP0004078,Bosch,BP0008626,Mintex,replacement,Cross-reference for brake pads
BP0004078,Bosch,OE0050237,Original,oem,Original equipment reference
BP0004124,Textar,BP0002024,Ferodo,replacement,Cross-reference for brake pads
BP0004124,Textar,OE0050238,Original,oem,Original equipment reference
BP0004124,Textar,BP0010304,Ferodo,compatible,Cross-reference for brake pads
BP0004124,Textar,OE0050239,Original,oem,Original equipment reference
BP0004204,Mintex,BP0005485,Bosch,compatible,Cross-reference for brake pads
BP0004204,Mintex,OE0050240,Mintex,oem,Original equipment reference
BP0004204,Mintex,BP0001865,Pagid,oem,Cross-reference for brake pads
BP0004204,Mintex,OE0050241,Original,oem,Original equipment reference
BP0004204,Mintex,BPR0008475,Brembo,equivalent,Cross-reference for brake pads
BP0004204,Mintex,OE0050242,Original,oem,Original equipment reference
BP0004223,TRW,BPR0001043,ATE,equivalent,Cross-reference for brake pads
BP0004223,TRW,OE0050243,Original,oem,Original equipment reference
BPR0004307,Mintex,BP0002314,EBC Brakes,equivalent,Cross-reference for brake pads
BPR0004307,Mintex,OE0050244,Mintex,oem,Original equipment reference
BPR0004313,Textar,BP0010402,Brembo,equivalent,Cross-reference for brake pads
BPR0004313,Textar,OE0050245,Original,oem,Original equipment reference
BPR0004313,Textar,BP0007300,Pagid,compatible,Cross-reference for brake pads
BPR0004313,Textar,OE0050246,Textar,oem,Original equipment reference
BPR0004326,Pagid,BPR0009590,Brembo,replacement,Cross-reference for brake pads
BPR0004326,Pagid,OE0050247,Original,oem,Original equipment reference
BPR0004326,Pagid,BPR0004683,ATE,oem,Cross-reference for brake pads
BPR0004326,Pagid,OE0050248,Pagid,oem,Original equipment reference
BPR0004326,Pagid,BPR0004357,Brembo,compatible,Cross-reference for brake pads
BPR0004326,Pagid,OE0050249,Pagid,oem,Original equipment reference
BPR0004357,Brembo,BP0006358,Pagid,oem,Cross-reference for brake pads
BPR0004357,Brembo,OE0050250,Brembo,oem,Original equipment reference
BPR0004357,Brembo,BPR0007438,Mintex,equivalent,Cross-reference for brake pads
BPR0004357,Brembo,OE0050251,Original,oem,Original equipment reference
BP0004388,Bosch,BP0006268,Brembo,oem,Cross-reference for brake pads
BP0004388,Bosch,OE0050252,Bosch,oem,Original equipment reference
BP0004388,Bosch,BP0002742,Mintex,replacement,Cross-reference for brake pads
BP0004388,Bosch,OE0050253,Bosch,oem,Original equipment reference
BPR0004414,Pagid,BP0002194,Bosch,replacement,Cross-reference for brake pads
BPR0004414,Pagid,OE0050254,Original,oem,Original equipment reference
BPR0004414,Pagid,BP0001027,EBC Brakes,replacement,Cross-reference for brake pads
BPR0004414,Pagid,OE0050255,Original,oem,Original equipment reference
BP0004431,Brembo,BOS-DP1998,Pagid,compatible,Cross-reference for brake pads
BP0004431,Brembo,OE0050256,Original,oem,Original equipment reference
BP0004431,Brembo,BPR0002389,ATE,oem,Cross-reference for brake pads
BP0004431,Brembo,OE0050257,Original,oem,Original equipment reference
BPR0004464,Brembo,BPR0008465,Textar,compatible,Cross-reference for brake pads
BPR0004464,Brembo,OE0050258,Original,oem,Original equipment reference
BPR0004464,Brembo,BP0001009,TRW,oem,Cross-reference for brake pads
BPR0004464,Brembo,OE0050259,Original,oem,Original equipment reference
BPR0004483,Bosch,BP0007069,Mintex,equivalent,Cross-reference for brake pads
BPR0004483,Bosch,OE0050260,Bosch,oem,Original equipment reference
BPR0004492,TRW,BP0001001,Bosch,oem,Cross-reference for brake pads
BPR0004492,TRW,OE0050261,TRW,oem,Original equipment reference
BPR0004492,TRW,BPR0007602,Textar,equivalent,Cross-reference for brake pads
BPR0004492,TRW,OE0050262,Original,oem,Original equipment reference
BPR0004521,Bosch,BP0009966,Brembo,compatible,Cross-reference for brake pads
BPR0004521,Bosch,OE0050263,Bosch,oem,Original equipment reference
BPR0004626,TRW,BPR0005608,Pagid,equivalent,Cross-reference for brake pads
BPR0004626,TRW,OE0050264,Original,oem,Original equipment reference
BPR0004626,TRW,BPR0011242,Mintex,oem,Cross-reference for brake pads
BPR0004626,TRW,OE0050265,TRW,oem,Original equipment reference
BPR0004635,Brembo,BPR0006934,Bosch,oem,Cross-reference for brake pads
BPR0004635,Brembo,OE0050266,Original,oem,Original equipment reference
BPR0004635,Brembo,BPR0008067,ATE,replacement,Cross-reference for brake pads
BPR0004635,Brembo,OE0050267,Original,oem,Original equipment reference
BPR0004690,TRW,BP0005445,Bosch,compatible,Cross-reference for brake pads
BPR0004690,TRW,OE0050268,Original,oem,Original equipment reference
BPR0004690,TRW,BP0001013,Ferodo,compatible,Cross-reference for brake pads
BPR0004690,TRW,OE0050269,TRW,oem,Original equipment reference
BP0004745,Mintex,BP0010952,ATE,equivalent,Cross-reference for brake pads
BP0004745,Mintex,OE0050270,Original,oem,Original equipment reference
BP0004745,Mintex,BP0010437,TRW,compatible,Cross-reference for brake pads
BP0004745,Mintex,OE0050271,Original,oem,Original equipment reference
BP0004745,Mintex,BPR0004626,TRW,oem,Cross-reference for brake pads
BP0004745,Mintex,OE0050272,Original,oem,Original equipment reference
BPR0004761,Mintex,BPR0009401,Textar,equivalent,Cross-reference for brake pads
BPR0004761,Mintex,OE0050273,Mintex,oem,Original equipment reference
BPR0004761,Mintex,BPR0004740,ATE,equivalent,Cross-reference for brake pads
BPR0004761,Mintex,OE0050274,Mintex,oem,Original equipment reference
BP0004829,EBC Brakes,BPR0006075,ATE,equivalent,Cross-reference for brake pads
BP0004829,EBC Brakes,OE0050275,EBC Brakes,oem,Original equipment reference
BP0004829,EBC Brakes,BPR0007319,Mintex,replacement,Cross-reference for brake pads
BP0004829,EBC Brakes,OE0050276,Original,oem,Original equipment reference
BPR0004837,Mintex,BP0010171,Pagid,equivalent,Cross-reference for brake pads
BPR0004837,Mintex,OE0050277,Original,oem,Original equipment reference
BPR0004837,Mintex,BP0002416,Pagid,equivalent,Cross-reference for brake pads
BPR0004837,Mintex,OE0050278,Original,oem,Original equipment reference
BPR0004837,Mintex,BPR0004067,Textar,replacement,Cross-reference for brake pads
BPR0004837,Mintex,OE0050279,Original,oem,Original equipment reference
BP0004936,ATE,BP0001009,TRW,compatible,Cross-reference for brake pads
BP0004936,ATE,OE0050280,ATE,oem,Original equipment reference
BP0004936,ATE,BP0009081,TRW,oem,Cross-reference for brake pads
BP0004936,ATE,OE0050281,Original,oem,Original equipment reference
BPR0004944,Bosch,BPR0005916,Pagid,equivalent,Cross-reference for brake pads
BPR0004944,Bosch,OE0050282,Bosch,oem,Original equipment reference
BP0005071,Ferodo,BP0001020,Mintex,compatible,Cross-reference for brake pads
BP0005071,Ferodo,OE0050283,Ferodo,oem,Original equipment reference
BPR0005135,Brembo,BPR0010070,Mintex,oem,Cross-reference for brake pads
BPR0005135,Brembo,OE0050284,Brembo,oem,Original equipment reference
BPR0005148,Pagid,BPR0001050,Textar,replacement,Cross-reference for brake pads
BPR0005148,Pagid,OE0050285,Pagid,oem,Original equipment reference
BP0005169,Brembo,BPR0009994,Mintex,equivalent,Cross-reference for brake pads
BP0005169,Brembo,OE0050286,Original,oem,Original equipment reference
BP0005169,Brembo,BPR0010758,ATE,compatible,Cross-reference for brake pads
BP0005169,Brembo,OE0050287,Original,oem,Original equipment reference
BP0005204,TRW,BP0001022,Mintex,replacement,Cross-reference for brake pads
BP0005204,TRW,OE0050288,Original,oem,Original equipment reference
BPR0005270,Mintex,BPR0001704,ATE,equivalent,Cross-reference for brake pads
BPR0005270,Mintex,OE0050289,Original,oem,Original equipment reference
BPR0005276,Pagid,BP0001030,EBC Brakes,compatible,Cross-reference for brake pads
BPR0005276,Pagid,OE0050290,Original,oem,Original equipment reference
BPR0005311,Pagid,BPR0001042,ATE,oem,Cross-reference for brake pads
BPR0005311,Pagid,OE0050291,Pagid,oem,Original equipment reference
BPR0005311,Pagid,BP0005408,Bosch,oem,Cross-reference for brake pads
BPR0005311,Pagid,OE0050292,Original,oem,Original equipment reference
BP0005331,Textar,BP0007909,TRW,equivalent,Cross-reference for brake pads
BP0005331,Textar,OE0050293,Original,oem,Original equipment reference
BPR0005404,TRW,BPR0001037,Brembo,equivalent,Cross-reference for brake pads
BPR0005404,TRW,OE0050294,TRW,oem,Original equipment reference
BPR0005404,TRW,BPR0007115,Pagid,oem,Cross-reference for brake pads
BPR0005404,TRW,OE0050295,Original,oem,Original equipment reference
BP0005408,Bosch,BP0005727,EBC Brakes,oem,Cross-reference for brake pads
BP0005408,Bosch,OE0050296,Original,oem,Original equipment reference
BP0005479,Bosch,BPR0010964,Mintex,replacement,Cross-reference for brake pads
BP0005479,Bosch,OE0050297,Bosch,oem,Original equipment reference
BP0005485,Bosch,BPR0007657,Pagid,replacement,Cross-reference for brake pads
BP0005485,Bosch,OE0050298,Original,oem,Original equipment reference
BPR0005494,Bosch,BPR0002640,Pagid,compatible,Cross-reference for brake pads
BPR0005494,Bosch,OE0050299,Bosch,oem,Original equipment reference
BPR0005494,Bosch,BP0007243,Mintex,compatible,Cross-reference for brake pads
BPR0005494,Bosch,OE0050300,Bosch,oem,Original equipment reference
BPR0005510,Pagid,BPR0009923,TRW,compatible,Cross-reference for brake pads
BPR0005510,Pagid,OE0050301,Pagid,oem,Original equipment reference
BPR0005510,Pagid,BPR0005731,Mintex,equivalent,Cross-reference for brake pads
BPR0005510,Pagid,OE0050302,Original,oem,Original equipment reference
BP0005556,Bosch,BPR0002462,Ferodo,oem,Cross-reference for brake pads
BP0005556,Bosch,OE0050303,Bosch,oem,Original equipment reference
BP0005556,Bosch,BP0001010,ATE,oem,Cross-reference for brake pads
BP0005556,Bosch,OE0050304,Original,oem,Original equipment reference
BP0005556,Bosch,BP0006286,Mintex,equivalent,Cross-reference for brake pads
BP0005556,Bosch,OE0050305,Original,oem,Original equipment reference
BP0005585,ATE,BPR0010855,Brembo,compatible,Cross-reference for brake pads
BP0005585,ATE,OE0050306,ATE,oem,Original equipment reference
BP0005585,ATE,BPR0009823,Mintex,equivalent,Cross-reference for brake pads
BP0005585,ATE,OE0050307,Original,oem,Original equipment reference
BPR0005608,Pagid,BP0005872,Textar,equivalent,Cross-reference for brake pads
BPR0005608,Pagid,OE0050308,Pagid,oem,Original equipment reference
BPR0005622,Brembo,BP0002671,Mintex,compatible,Cross-reference for brake pads
BPR0005622,Brembo,OE0050309,Original,oem,Original equipment reference
BPR0005687,Textar,BP0010402,Brembo,compatible,Cross-reference for brake pads
BPR0005687,Textar,OE0050310,Original,oem,Original equipment reference
BPR0005687,Textar,BPR0006075,ATE,equivalent,Cross-reference for brake pads
BPR0005687,Textar,OE0050311,Original,oem,Original equipment reference
BPR0005721,Pagid,BP0009646,Textar,oem,Cross-reference for brake pads
BPR0005721,Pagid,OE0050312,Pagid,oem,Original equipment reference
BPR0005721,Pagid,BP0008929,Brembo,oem,Cross-reference for brake pads
BPR0005721,Pagid,OE0050313,Pagid,oem,Original equipment reference
BPR0005721,Pagid,BP0001027,EBC Brakes,oem,Cross-reference for brake pads
BPR0005721,Pagid,OE0050314,Original,oem,Original equipment reference
BPR0005731,Mintex,0986494524,Bosch,replacement,Cross-reference for brake pads
BPR0005731,Mintex,OE0050315,Mintex,oem,Original equipment reference
BP0005735,Textar,BP0008754,EBC Brakes,equivalent,Cross-reference for brake pads
BP0005735,Textar,OE0050316,Textar,oem,Original equipment reference
BP0005735,Textar,BPR0004326,Pagid,compatible,Cross-reference for brake pads
BP0005735,Textar,OE0050317,Original,oem,Original equipment reference
BP0005735,Textar,BPR0007004,Ferodo,equivalent,Cross-reference for brake pads
BP0005735,Textar,OE0050318,Textar,oem,Original equipment reference
